TF_id,num_TFHit_input,inputRatio,bgRatio,pvalue,odds_ratio,padj,qvalue,rank,symbol,fullname,Second
AT3G54220,10,10/920,158/31393,0.01836382593546201,2.251650987271662,1,0.006224232541836002,981,SCR,SCARECROW,SGR1--SHOOT GRAVITROPISM 1
AT1G01010,29,29/920,653/31393,0.01848995685447494,1.5568692829691682,1,0.006260601480766718,982,ANAC001,NAC domain containing protein 1,"NAC001--NAC domain containing protein 1,   NTL10--NA"
AT3G43240,6,6/920,72/31393,0.018948405629854972,3.024148890843245,1,0.006409303023323273,983,NA,NA,NA
AT4G16780,15,15/920,282/31393,0.01997637162230831,1.8750988694440343,1,0.006750145898798286,984,ATHB-2,homeobox protein 2,"ATHB2--ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 2,   HAT4--NA,   HB-2--homeobox protein 2"
AT1G18330,22,22/920,467/31393,0.020745210477188192,1.65310817542584,1,0.007002824856512765,985,EPR1,EARLY-PHYTOCHROME-RESPONSIVE1,RVE7--REVEILLE 7
AT1G20910,12,12/920,209/31393,0.020895274589434826,2.031018661826606,1,0.007046327384368234,986,ARID3,AT RICH INTERACTION DOMAIN 3,NA
AT3G05860,25,25/920,550/31393,0.021313977660364077,1.5933563910190398,1,0.007172973251084064,987.5,AGL45,agamous-like 45,NA
AT1G63650,25,25/920,550/31393,0.021313977660364077,1.5933563910190398,1,0.007172973251084064,987.5,AtEGL3,NA,"ATMYC-2--NA,   EGL1--NA,   EGL3--ENHANCER OF GLABRA 3"
AT5G59450,19,19/920,389/31393,0.021764860468937375,1.7156391595036247,1,0.007317306477170553,989,NA,NA,NA
AT3G10580,66,66/920,1750/31393,0.021993928725865808,1.3211866660193092,1,0.0073868497993438195,990,NA,NA,NA
AT4G24660,27,27/920,608/31393,0.02243302817144131,1.5555273899565971,1,0.007526722368319107,991,ATHB22,HOMEOBOX PROTEIN 22,"HB22--homeobox protein 22,   MEE68--MATERNAL EFFECT EMBRYO ARREST 68,   ZHD2--ZINC FINGER HOMEODOMAIN 2"
AT2G46410,20,20/920,417/31393,0.02247802617001336,1.6834721108167268,1,0.007530274876990284,992,CPC,CAPRICE,NA
AT3G47640,4,4/920,37/31393,0.022488911136395045,4.027748109248848,1,0.007530274876990284,993,PYE,POPEYE,NA
AT4G32040,39,39/920,953/31393,0.023684886665061508,1.431597775722192,1,0.00792276138443959,994,KNAT5,KNOTTED1-like homeobox gene 5,NA
AT2G28510,10,10/920,165/31393,0.023986044317810293,2.1493787542821585,1,0.008015436920273289,995,DOF2.1,DOF protein 2.1,NA
AT2G02470,21,21/920,447/31393,0.024069201363331738,1.6475535488199569,1,0.008029247061764732,996,AL6,alfin-like 6,NA
AT3G01460,11,11/920,189/31393,0.024075667129562224,2.0595166901165984,1,0.008029247061764732,997,ATMBD9,NA,MBD9--methyl-CPG-binding domain 9
AT4G00760,10,10/920,166/31393,0.02488027244138256,2.1354653716760272,1,0.00828926912500972,998,APRR8,pseudo-response regulator 8,PRR8--PSEUDO-RESPONSE REGULATOR 8
AT5G18550,17,17/920,342/31393,0.02492769790162908,1.746326495636627,1,0.008296756308600267,999,NA,NA,NA
AT5G04240,9,9/920,143/31393,0.025308784659405247,2.2367547271237282,1,0.008415170899252243,1000,ELF6,EARLY FLOWERING 6,NA
AT2G36450,21,21/920,450/31393,0.025642183023566092,1.6358680746220464,1,0.008517508346988736,1001,HRD,HARDY,NA
AT4G17570,28,28/920,646/31393,0.026783188487601146,1.5163770248157145,1,0.008887634902322736,1002,GATA26,GATA transcription factor 26,NA
AT2G15660,48,48/920,1227/31393,0.026872614250203652,1.367669100207853,1,0.008908418981248967,1003,AGL95,AGAMOUS-like 95,NA
AT4G35900,6,6/920,78/31393,0.026937053098661734,2.771623289592328,1,0.008920886608869548,1004,atbzip14,NA,"FD--NA,   FD-1--NA"
AT2G47190,32,32/920,760/31393,0.026987007453059486,1.4723357958704117,1,0.008928537291683858,1005,ATMYB2,MYB DOMAIN PROTEIN 2,MYB2--myb domain protein 2
AT5G39760,7,7/920,100/31393,0.02778962771633355,2.5042636075707367,1,0.009184941566283205,1006,AtHB23,homeobox protein 23,"HB23--homeobox protein 23,   ZHD10--ZINC FINGER HOMEODOMAIN 10"
AT2G34440,3,3/920,23/31393,0.028713220247586664,4.981340347018897,1,0.009480780270429558,1007,AGL29,AGAMOUS-like 29,NA
AT2G40140,25,25/920,566/31393,0.028787718566511203,1.5454022957863025,1,0.009495948832703346,1008,ATSZF2,NA,"CZF1--NA,   SZF2--(SALT-INDUCIBLE ZINC FINGER 2,   TZF10--TANDEM ZINC FINGER 10,   ZFAR1--NA"
AT5G59820,23,23/920,511/31393,0.02906621103665501,1.5754567951233218,1,0.00957831037630108,1009,AtZAT12,NA,"RHL41--RESPONSIVE TO HIGH LIGHT 41,   ZAT12--NA"
AT3G60390,25,25/920,568/31393,0.029847334232072302,1.5396067049748967,1,0.009825978843726772,1010,HAT3,homeobox-leucine zipper protein 3,NA
AT4G35550,28,28/920,653/31393,0.030150943919859674,1.4990456623743462,1,0.009916111625473137,1011,ATWOX13,NA,"HB-4--NA,   WOX13--WUSCHEL related homeobox 13"
AT4G25210,7,7/920,102/31393,0.030520619809920515,2.4514879924325674,1,0.010027772813042065,1012,NA,NA,NA
AT1G18710,29,29/920,683/31393,0.03095689109708501,1.4839608343185284,1,0.010161072349240637,1013,AtMYB47,myb domain protein 47,MYB47--myb domain protein 47
AT5G44180,8,8/920,126/31393,0.032344916931796704,2.256571381072695,1,0.010606198106333732,1014,RLT2,RINGLET 2,NA
AT1G71030,40,40/920,1005/31393,0.0323770415876464,1.3898886167534956,1,0.010606272244228991,1015,ATMYBL2,ARABIDOPSIS MYB-LIKE 2,MYBL2--MYB-like 2
AT4G32730,43,43/920,1095/31393,0.03294955155495437,1.371202505836217,1,0.010783194775612527,1016,ATMYB3R-1,NA,"ATMYB3R1--A. thaliana MYB domain protein 3R1,   MYB3R-1--MYB DOMAIN PROTEIN 3R1,   MYB3R1--C-MYB-LIKE TRANSCRIPTION FACTOR 3R-1,   PC-MYB1--NA"
AT5G62320,63,63/920,1702/31393,0.03439330896317845,1.2932462660321238,1,0.01124461674558194,1017,ATMYB99,myb domain protein 99,"ATMYBCU15--NA,   MYB99--myb domain protein 99"
AT3G56660,25,25/920,579/31393,0.03621410337928305,1.5084829109581233,1,0.011828280327712782,1018,BZIP49,basic region/leucine zipper motif protein 49,NA
AT4G17750,4,4/920,43/31393,0.0366666766285999,3.4074149063746804,1,0.011964347378812036,1019,ATHSF1,ARABIDOPSIS THALIANA HEAT SHOCK FACTOR 1,"ATHSFA1A--ARABIDOPSIS THALIANA CLASS A HEAT SHOCK FACTOR 1A,   HSF1--heat shock factor 1,   HSFA1A--CLASS A HEAT SHOCK FACTOR 1A"
AT4G12350,10,10/920,178/31393,0.03754369126056451,1.9822157923724077,1,0.012238507200135,1020,AtMYB42,myb domain protein 42,MYB42--myb domain protein 42
AT5G16820,42,42/920,1076/31393,0.03764440331145944,1.3619106824312577,1,0.01225931841435873,1021,ATHSF3,ARABIDOPSIS HEAT SHOCK FACTOR 3,"ATHSFA1B--ARABIDOPSIS THALIANA CLASS A HEAT SHOCK FACTOR 1B,   HSF3--heat shock factor 3,   HSFA1B--CLASS A HEAT SHOCK FACTOR 1B"
AT5G37800,8,8/920,130/31393,0.037866230733521355,2.1822050868172855,1,0.012319492875631947,1022,ATRSL1,ARABIDOPSIS THALIANA RHD SIX-LIKE 1,RSL1--RHD SIX-LIKE 1
AT3G10470,15,15/920,307/31393,0.03821787471753335,1.7130990120343659,1,0.012421743248856148,1023,NA,NA,NA
AT2G27070,13,13/920,255/31393,0.03864469547021795,1.790431891422928,1,0.012548204339694792,1024,ARR13,response regulator 13,RR13--response regulator 13
AT4G24060,6,6/920,85/31393,0.03874626130754794,2.5256232356959716,1,0.01256890915586311,1025,NA,NA,NA
AT1G47760,2,2/920,11/31393,0.03959412312176157,7.371948767106893,1,0.012831428789459767,1026,AGL102,AGAMOUS-like 102,NA
AT3G51080,37,37/920,933/31393,0.04016430467408462,1.383175942670641,1,0.013003535836546383,1027,GATA6,GATA transcription factor 6,NA
AT5G52510,6,6/920,86/31393,0.040663406891518275,2.493683595292154,1,0.01315231789049594,1028,SCL8,SCARECROW-like 8,NA
AT4G28530,13,13/920,257/31393,0.04071544345871038,1.775656881158194,1,0.013156350777474441,1029,anac074,NAC domain containing protein 74,"KIRA1--KIR1,   NAC074--NAC domain containing protein 74"
AT5G03720,11,11/920,206/31393,0.0411588780264796,1.8789718231832124,1,0.013286725188159675,1030,AT-HSFA3,ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR A3,HSFA3--heat shock transcription factor A3
AT5G26660,14,14/920,285/31393,0.042549890798984795,1.722087797779607,1,0.013722442958935445,1031,ATMYB86,myb domain protein 86,MYB86--myb domain protein 86
AT2G41835,16,16/920,339/31393,0.04310652473845377,1.6520557556620319,1,0.013888487863891354,1032,NA,NA,NA
AT3G61910,49,49/920,1298/31393,0.0432488992727166,1.3162863034515833,1,0.013920870288652729,1033,ANAC066,NAC domain protein 66,"NAC066--NAC domain protein 66,   NST2--NAC  SECONDARY WALL THICKENING PROMOTING FACTOR2"
AT4G25400,24,24/920,564/31393,0.0453641953878381,1.484725572184784,1,0.014587616021717762,1034,NA,NA,NA
AT4G29930,2,2/920,12/31393,0.04660748206582195,6.635763233322014,1,0.014972935059793038,1035,NA,NA,NA
AT5G67580,53,53/920,1430/31393,0.04825797172306305,1.2916702584595219,1,0.015488200384091183,1036,ATTBP3,NA,"ATTRB2--TELOMERE REPEAT BINDING FACTOR 2,   TBP3--TELOMERE-BINDING PROTEIN 3,   TRB2--NA"
AT1G58100,5,5/920,68/31393,0.04914132089264346,2.637559085717498,1,0.01574131907206546,1037.5,AtTCP8,NA,TCP8--TCP domain protein 8
AT3G09370,5,5/920,68/31393,0.04914132089264346,2.637559085717498,1,0.01574131907206546,1037.5,AtMYB3R3,myb domain protein 3R3,MYB3R-3--myb domain protein 3r-3
AT3G11020,10,10/920,187/31393,0.04956490236745983,1.8809149095033426,1,0.015861722846179396,1039,DREB2,DEHYDRATION-RESPONSIVE ELEMENT BINDING PROTEIN 2,DREB2B--DRE/CRT-binding protein 2B
AT1G02230,34,34/920,861/31393,0.049896653523092666,1.375612860440377,1,0.015952535861950296,1040,ANAC004,NAC domain containing protein 4,NAC004--NAC domain containing protein 4
AT1G25280,17,17/920,375/31393,0.05177407487793835,1.5836085121926031,1,0.016536868296747838,1041,AtTLP10,tubby like protein 10,TLP10--tubby like protein 10
AT4G27240,26,26/920,630/31393,0.052044961751674085,1.4381606260415836,1,0.016607437411162794,1042,NA,NA,NA
AT1G58220,8,8/920,139/31393,0.05250683099323142,2.0316751426425963,1,0.016738754846835516,1043,DRMY1,Development Related Myb-like1,NA
AT5G11510,62,62/920,1716/31393,0.05273991182327084,1.2590524308023008,1,0.016796954675514897,1044,AtMYB3R4,myb domain protein 3R4,MYB3R-4--myb domain protein 3r-4
AT5G54070,4,4/920,49/31393,0.054983817177455326,2.95253553051521,1,0.017465894817316703,1045,AT-HSFA9,ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR  A9,HSFA9--heat shock transcription factor  A9
AT1G60920,14,14/920,296/31393,0.05499787029693411,1.6543087415858477,1,0.017465894817316703,1046.5,AGL55,AGAMOUS-like 55,NA
AT2G36400,14,14/920,296/31393,0.05499787029693411,1.6543087415858477,1,0.017465894817316703,1046.5,AtGRF3,growth-regulating factor 3,GRF3--growth-regulating factor 3
AT1G75410,19,19/920,434/31393,0.055221572775120326,1.527305635905737,1,0.01752020319439648,1048,BLH3,BEL1-like homeodomain 3,NA
AT4G34680,13,13/920,270/31393,0.05610178506879102,1.6851115557591039,1,0.017782500987009543,1049,GATA3,GATA transcription factor 3,NA
AT3G24140,45,45/920,1204/31393,0.058070378880488896,1.30074299888694,1,0.018388953312154812,1050,FMA,FAMA,NA
AT4G36240,6,6/920,94/31393,0.0581471824872151,2.2666929115117878,1,0.018395754687915336,1051,GATA7,GATA transcription factor 7,NA
AT2G35550,17,17/920,381/31393,0.05826314429030678,1.5571918901733919,1,0.01841491965449335,1052,ATBPC7,BASIC PENTACYSTEINE 7,"BBR--NA,   BPC7--basic pentacysteine 7"
AT5G22380,24,24/920,580/31393,0.05863149111641722,1.44123262685161,1,0.018513742446541998,1053,anac090,NAC domain containing protein 90,NAC090--NAC domain containing protein 90
AT5G06250,16,16/920,354/31393,0.05907791323666097,1.577947862431733,1,0.01862081721077049,1054,DPA4,DEVELOPMENT-RELATED PcG TARGET IN THE APEX 4,NGAL3--NGATHA-like protein 3
AT5G02320,39,39/920,1024/31393,0.05908259295447479,1.3252348617522194,1,0.01862081721077049,1055,ATMYB3R5,ARABIDOPSIS THALIANA MYB DOMAIN PROTEIN 3R5,MYB3R-5--myb domain protein 3r-5
AT4G36590,16,16/920,355/31393,0.06026970118141737,1.5732404280899002,1,0.01897696557085348,1056,AGL40,agamous-like 40,NA
AT3G50330,2,2/920,14/31393,0.06184526999985644,5.52926936388485,1,0.01945463791386212,1057,HEC2,HECATE 2,NA
AT5G48250,8,8/920,146/31393,0.0661086589176729,1.9281952605745505,1,0.020776114451915156,1058,BBX8,B-box domain protein 8,NA
AT1G08010,43,43/920,1160/31393,0.0694018162274691,1.288570249385538,1,0.021790466379257294,1059,GATA11,GATA transcription factor 11,NA
AT2G14760,6,6/920,99/31393,0.07104061505308104,2.144347829139447,1,0.022283966514291927,1060,NA,NA,NA
AT1G33060,12,12/920,254/31393,0.07216778046710422,1.650899993336333,1,0.022616198873998256,1061,ANAC014,NAC 014,NAC014--NAC 014
AT1G68120,28,28/920,712/31393,0.07257449875274193,1.3670471898578949,1,0.02272224184113624,1062,ATBPC3,NA,BPC3--basic pentacysteine 3
AT3G10590,8,8/920,150/31393,0.07477326020911915,1.8736733025566998,1,0.023388625606333126,1063,NA,NA,NA
AT1G77450,13,13/920,284/31393,0.07661916626236304,1.5973110525656244,1,0.02394348945698845,1064,anac032,NAC domain containing protein 32,NAC032--NAC domain containing protein 32
AT2G23760,29,29/920,750/31393,0.08068396118091131,1.3430516282892238,1,0.025190062997796255,1065,BLH4,BEL1-like homeodomain 4,SAW2--SAWTOOTH 2
AT1G66380,4,4/920,56/31393,0.08150257707160387,2.5545535837140374,1,0.025421770052822028,1066,AtMYB114,myb domain protein 114,MYB114--myb domain protein 114
AT1G76880,5,5/920,79/31393,0.08230496255828304,2.244797983163468,1,0.025647985052135995,1067,DF1,NA,NA
AT2G26580,38,38/920,1025/31393,0.08348804452609425,1.287090978632314,1,0.025992298506485333,1068,YAB5,YABBY5,NA
AT5G53290,44,44/920,1210/31393,0.08427942767894986,1.262458942709833,1,0.02621413442773697,1069,CRF3,cytokinin response factor 3,NA
AT5G53210,24,24/920,608/31393,0.08805000397978203,1.370856334063591,1,0.027361333012408902,1070,SPCH,SPEECHLESS,NA
AT2G24840,5,5/920,81/31393,0.08935134888223918,2.185513991071892,1,0.027739797855597128,1071,AGL61,AGAMOUS-like 61,DIA--DIANA
AT2G17950,51,51/920,1434/31393,0.08987303221378394,1.2344350556980073,1,0.02787573060735369,1072,PGA6,NA,"WUS--WUSCHEL,   WUS1--WUSCHEL 1"
AT2G47900,10,10/920,210/31393,0.09110229584352786,1.6633071360062066,1,0.028230674154681275,1073,AtTLP3,tubby like protein 3,TLP3--tubby like protein 3
AT5G09740,5,5/920,82/31393,0.09298818400918665,2.1570505016943877,1,0.028788241325004245,1074,HAC11,HISTONE ACETYLTRANSFERASE OF THE CBP FAMILY 11,"HAG05--NA,   HAG5--HISTONE ACETYLTRANSFERASE OF THE GNAT/MYST SUPERFAMILY 5,   HAM2--histone acetyltransferase of the MYST family 2"
AT4G04890,33,33/920,885/31393,0.0954193066733074,1.2934387353721009,1,0.02951341345941834,1075,PDF2,protodermal factor 2,NA
AT3G04100,2,2/920,18/31393,0.0963673032083525,4.146826967100694,1,0.029778929662432344,1076,AGL57,AGAMOUS-like 57,NA
AT1G74250,15,15/920,352/31393,0.09650770099776262,1.4821231227515033,1,0.029794624495595237,1077,NA,NA,NA
AT3G53340,6,6/920,108/31393,0.09804230835976172,1.9545764652528506,1,0.030240322383692734,1078,NF-YB10,"nuclear factor Y, subunit B10",NA
AT1G67970,23,23/920,588/31393,0.10029412854580928,1.357266110849863,1,0.03090620736003854,1079,AT-HSFA8,NA,"ATHSFA8--NA,   HSFA8--heat shock transcription factor  A8"
AT5G66350,6,6/920,109/31393,0.10133726000833543,1.9355431067692213,1,0.031198739771084744,1080,SHI,SHORT INTERNODES,NA
AT2G22840,23,23/920,589/31393,0.10163898619315705,1.3548231309923902,1,0.03126268539243729,1081,AtGRF1,growth-regulating factor 1,GRF1--growth-regulating factor 1
AT5G22990,36,36/920,983/31393,0.10196750195735946,1.269698519856847,1,0.031334745287266194,1082,GAL3,GAZ-LIKE 3,NA
AT5G50080,21,21/920,530/31393,0.10206290634223653,1.375091085636045,1,0.03133510282437086,1083,ERF110,ethylene response  factor 110,NA
AT1G70910,20,20/920,501/31393,0.10277918398631791,1.385597898717438,1,0.03152590283713164,1084,DEP,DESPIERTO,NA
AT4G13640,19,19/920,472/31393,0.10335147957108735,1.397430279787732,1,0.03167222761049451,1085,PHL3,PHR1-like 3,UNE16--unfertilized embryo sac 16
AT4G36260,4,4/920,61/31393,0.10364174374121976,2.330090844969032,1,0.03173193351192962,1086,SRS2,SHI RELATED SEQUENCE 2,STY2--STYLISH 2
AT3G19860,30,30/920,802/31393,0.10457338422491115,1.2968220408975448,1,0.03195961192603409,1087,bHLH121,basic Helix-Loop-Helix 121,NA
AT5G65410,39,39/920,1078/31393,0.10461204087092181,1.2540602558449663,1,0.03195961192603409,1088,ATHB25,ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 25,"HB25--homeobox protein 25,   ZFHD2--ZINC FINGER HOMEODOMAIN 2,   ZHD1--ZINC FINGER HOMEODOMAIN 1"
AT5G24800,8,8/920,162/31393,0.1046737365036124,1.7269440694295868,1,0.03195961192603409,1089,ATBZIP9,ARABIDOPSIS THALIANA BASIC LEUCINE ZIPPER 9,"BZIP9--basic leucine zipper 9,   BZO2H2--BASIC LEUCINE ZIPPER O2 HOMOLOG 2"
AT1G48000,10,10/920,217/31393,0.1069376012038807,1.6066838851661807,1,0.03262087376173425,1090,AtMYB112,myb domain protein 112,MYB112--myb domain protein 112
AT4G36870,25,25/920,654/31393,0.1085866065178634,1.3253126882844777,1,0.033093534983675135,1091,BLH2,BEL1-like homeodomain 2,SAW1--SAWTOOTH 1
AT3G55980,11,11/920,248/31393,0.11453652834739472,1.5437962899994817,1,0.0348749044647516,1092,ATSZF1,NA,"SZF1--salt-inducible zinc finger 1,   TZF11--TANDEM ZINC FINGER 11"
AT2G32930,13,13/920,306/31393,0.11755325450726992,1.476296421570883,1,0.035760711000610464,1093,ZFN2,zinc finger nuclease 2,NA
AT3G54620,28,28/920,754/31393,0.12079482436868008,1.2861606428412797,1,0.036713235011504676,1094,ATBZIP25,ARABIDOPSIS THALIANA BASIC LEUCINE ZIPPER 25,"BZIP25--basic leucine zipper 25,   BZO2H4--BASIC LEUCINE ZIPPER O2 HOMOLOG 4"
AT3G22780,56,56/920,1628/31393,0.12125004534001885,1.1916030025138973,1,0.03681793614206052,1095,ATTSO1,NA,TSO1--CHINESE FOR 'UGLY'
AT4G38340,11,11/920,251/31393,0.12158850739480592,1.5243451229916658,1,0.0368870243693184,1096,NLP3,NIN-like protein 3,NA
AT1G55600,23,23/920,605/31393,0.12472272288917197,1.3168852626114746,1,0.03778297386928113,1097,ATWRKY10,NA,"MINI3--MINISEED 3,   WRKY10--WRKY DNA-binding protein 10"
AT5G16560,8,8/920,169/31393,0.12476903852171634,1.6514749110930846,1,0.03778297386928113,1098,KAN,KANADI,KAN1--KANADI 1
AT5G03740,15,15/920,368/31393,0.1261620082280186,1.41420027247435,1,0.038170034336502436,1099,HD2C,histone deacetylase 2C,HDT3--HISTONE DEACETYLASE 3
AT1G50420,6,6/920,117/31393,0.12972259452855547,1.79554268832539,1,0.03921160243704063,1100,SCL-3,SCARECROW-LIKE 3,SCL3--scarecrow-like 3
AT1G66390,3,3/920,43/31393,0.13117503795019875,2.488805766451701,1,0.03961462317751233,1101,ATMYB90,NA,"MYB90--myb domain protein 90,   PAP2--PRODUCTION OF ANTHOCYANIN PIGMENT 2"
AT5G23090,5,5/920,92/31393,0.13332055104595394,1.9085202583927858,1,0.040226028332830926,1102,NF-YB13,"nuclear factor Y, subunit B13",NA
AT5G49620,7,7/920,145/31393,0.13469721011954036,1.6853138617500956,1,0.04059411603545435,1103,AtMYB78,myb domain protein 78,MYB78--myb domain protein 78
AT5G61420,14,14/920,343/31393,0.13488276737145188,1.41576990122295,1,0.04059411603545435,1104,AtMYB28,NA,"HAG1--HIGH ALIPHATIC GLUCOSINOLATE 1,   MYB28--myb domain protein 28,   PMG1--PRODUCTION OF METHIONINE-DERIVED GLUCOSINOLATE 1"
AT1G15360,59,59/920,1738/31393,0.13490676156143477,1.1751611191196287,1,0.04059411603545435,1105,AtSHN1,NA,"SHN1--SHINE 1,   WIN1--WAX INDUCER 1"
AT5G61470,8,8/920,173/31393,0.1370946825224658,1.6112230669819907,1,0.041215173543146355,1106,NA,NA,NA
AT2G34720,16,16/920,404/31393,0.13949587813737088,1.372333199264843,1,0.041899168455895044,1107,NF-YA4,"nuclear factor Y, subunit A4",NA
AT4G00180,33,33/920,923/31393,0.14083653639696925,1.2366269531049168,1,0.04226367179782696,1108,YAB3,YABBY3,NA
AT1G06040,17,17/920,435/31393,0.14209963112982707,1.3536057932337755,1,0.04260426271475879,1109,BBX24,B-box domain protein 24,STO--SALT TOLERANCE
AT2G45190,35,35/920,987/31393,0.14308159896077166,1.226352249098231,1,0.042860028517528445,1110,AFO,ABNORMAL FLORAL ORGANS,"FIL--FILAMENTOUS FLOWER,   YAB1--YABBY1"
AT4G17810,33,33/920,925/31393,0.14353726814678153,1.2337709477924084,1,0.04295782327525189,1111,NA,NA,NA
AT1G08465,12,12/920,289/31393,0.14454166674413305,1.4406281160950094,1,0.043219518158654886,1112,YAB2,YABBY2,NA
AT3G16870,19,19/920,497/31393,0.14611500205162675,1.3232587314187065,1,0.04365070816007717,1113,GATA17,GATA transcription factor 17,NA
AT2G38250,24,24/920,649/31393,0.14639154982262545,1.2791869018343576,1,0.04369406671097213,1114,NA,NA,NA
AT1G63910,12,12/920,290/31393,0.14703756973777468,1.435399045229803,1,0.04384752640162339,1115,AtMYB103,myb domain protein 103,MYB103--myb domain protein 103
AT5G56110,48,48/920,1400/31393,0.14736505501602276,1.1856360097455385,1,0.043905807162031865,1116,AtMYB103,myb domain protein 103,"ATMYB80--ARABIDOPSIS THALIANA MYB DOMAIN PROTEIN 80,   MS188--MALE STERILE 188,   MYB103--myb domain protein 103,   MYB80--NA"
AT3G49950,9,9/920,205/31393,0.14978559729318047,1.5260379043371566,1,0.04458702873767458,1117,NA,NA,NA
AT3G01530,47,47/920,1371/31393,0.15048087327216794,1.18526736496106,1,0.04475392697942382,1118,ATMYB57,myb domain protein 57,MYB57--myb domain protein 57
AT5G23260,32,32/920,899/31393,0.1506849453655226,1.2305348396593203,1,0.04477457045043455,1119,ABS,ARABIDOPSIS BSISTER,"AGL32--AGAMOUS-like 32,   TT16--TRANSPARENT TESTA16"
AT2G20350,4,4/920,71/31393,0.15492949769955486,1.9816927840451335,1,0.04599469462955534,1120,NA,NA,NA
AT5G09780,23,23/920,624/31393,0.15593424470671835,1.274444215525126,1,0.04625168275199273,1121,REM25,reproductive meristem 25,NA
AT4G33880,16,16/920,412/31393,0.15632673862207147,1.3442672434805767,1,0.04632677414602385,1122,RSL2,ROOT HAIR DEFECTIVE 6-LIKE 2,NA
AT1G51120,6,6/920,124/31393,0.15733697918550243,1.6886588512165324,1,0.046584635422243593,1123,NA,NA,NA
AT3G57480,16,16/920,415/31393,0.1629078668028324,1.3340272504142137,1,0.04819116166542862,1124,SAP13,STRESS ASSOCIATED PROTEIN 13,NA
AT4G20970,1,1/920,6/31393,0.16345735708105136,6.6296307865380815,1,0.048310729981732956,1125,NA,NA,NA
AT5G17320,26,26/920,722/31393,0.16538587134352978,1.2442383009132514,1,0.04883730215073148,1126,HDG9,homeodomain GLABROUS 9,NA
AT3G45170,27,27/920,756/31393,0.17032339369148888,1.2336169917808983,1,0.0502269788095817,1127,GATA14,GATA transcription factor 14,NA
AT2G46870,31,31/920,881/31393,0.1703940814953629,1.2152525288739684,1,0.0502269788095817,1128,NGA1,NGATHA1,NA
AT1G49560,20,20/920,540/31393,0.17064082027367652,1.2800295303429237,1,0.050255157432238656,1129,HHO6,HRS1 HOMOLOG6,NA
AT5G28040,3,3/920,49/31393,0.17305417207652973,2.163909993327829,1,0.050875784452207015,1130.5,VFP4,VIRF INTERACTING PROTEIN 4,NA
AT1G20710,3,3/920,49/31393,0.17305417207652973,2.163909993327829,1,0.050875784452207015,1130.5,WOX10,WUSCHEL related homeobox 10,WOX13B--WUSCHEL related homeobox 13B
AT3G60630,7,7/920,156/31393,0.17495673093651637,1.5603176408641781,1,0.05138967582720114,1132,ATHAM2,ARABIDOPSIS THALIANA HAIRY MERISTEM 2,"HAM2--HAIRY MERISTEM 2,   LOM2--LOST MERISTEMS 2"
AT4G27410,17,17/920,452/31393,0.1780397207469878,1.2999845200582738,1,0.05224907956608423,1133,ANAC072,Arabidopsis NAC domain containing protein 72,"ANAC72--NA,   AtRD26--NA,   RD26--RESPONSIVE TO DESICCATION 26"
AT2G28340,21,21/920,575/31393,0.17918522721755006,1.26151576148893,1,0.05253887835082486,1134,GATA13,GATA transcription factor 13,NA
AT4G32010,3,3/920,50/31393,0.18037009264060827,2.1177690809936904,1,0.052839696742733255,1135,HSI2-L1,NA,"HSL1--HSI2-like 1,   VAL2--VP1/ABI3-LIKE 2"
AT4G26170,6,6/920,130/31393,0.18286014857156468,1.6066257790078475,1,0.05352200651412434,1136,ET1,EFFECTOR OF TRANSCRIPTION 1,NA
AT2G33500,16,16/920,424/31393,0.18350306925004756,1.304210806171877,1,0.053662946812349,1137,BBX12,B-box domain protein 12,NA
AT1G68240,12,12/920,304/31393,0.18428962282080263,1.3659536970889492,1,0.05384560596477757,1138,NA,NA,NA
AT5G45710,17,17/920,456/31393,0.18711527340103543,1.2879684639886013,1,0.05462320316579831,1139,AT-HSFA4C,HEAT SHOCK TRANSCRIPTION FACTOR  A4C,"HSFA4C--HEAT SHOCK TRANSCRIPTION FACTOR  A4C,   RHA1--ROOT HANDEDNESS 1"
AT3G13840,3,3/920,51/31393,0.18776788345124415,2.0735607443657753,1,0.05473080304275689,1140,NA,NA,NA
AT1G07980,1,1/920,7/31393,0.1879776754130177,5.524350234645567,1,0.05473080304275689,1141.5,NF-YC10,"nuclear factor Y, subunit C10",NA
AT4G31630,1,1/920,7/31393,0.1879776754130177,5.524350234645567,1,0.05473080304275689,1141.5,NA,NA,NA
AT5G02470,8,8/920,189/31393,0.19202980617635568,1.468014179299422,1,0.05586168902330556,1143,DPA,NA,NA
AT2G45160,3,3/920,52/31393,0.19524234691234515,2.0312264112933276,1,0.05674657373107934,1144,ATHAM1,ARABIDOPSIS THALIANA HAIRY MERISTEM 1,"HAM1--HAIRY MERISTEM 1,   LOM1--LOST MERISTEMS 1,   SCL27--SCARECROW-LIKE 27"
AT1G62700,13,13/920,339/31393,0.19832854925197313,1.3254321390053039,1,0.05759322500111883,1145,ANAC026,Arabidopsis NAC domain containing protein 26,VND5--VASCULAR RELATED NAC-DOMAIN PROTEIN 5
