gene_id,withPeakN,sumRP,RP_rank,log2FoldChange,padj,diff_rank,rankProduct,rankOf_rankProduct,gene_category,symbol,fullname,Second
AT1G29620,1,0.05333625749380949,6228,0,NA,11644,72518832,10286,static,NA,NA,NA
AT1G21286,1,0.05317406155479373,6234,-0.010708641854373301,NA,11644,72588696,10287,static,NA,NA,NA
AT2G05800,1,0.05313369333306021,6235,0.008729168722298866,NA,11644,72600340,10288,static,NA,NA,NA
AT1G26796,1,0.052988830745725135,6242,0,NA,11644,72681848,10289,static,NA,NA,NA
AT3G55570,1,0.052983912619749,6243,0,NA,11644,72693492,10290,static,NA,NA,NA
AT3G26800,2,0.05265480304682868,6249,0,NA,11644,72763356,10291,static,NA,NA,NA
AT4G05775,1,0.05251558911892888,6255,0,NA,11644,72833220,10292,static,NA,NA,NA
AT2G08315,2,0.05248366210362747,6258,0,NA,11644,72868152,10293,static,NA,NA,NA
AT1G04417,2,0.05206708972728302,6274,-0.10118125617593202,NA,11644,73054456,10294,static,NA,NA,NA
AT1G77650,1,0.05195468704488327,6277,0.007903081576911787,NA,11644,73089388,10295,static,NA,NA,NA
AT2G08745,2,0.05193155948611629,6279,0,NA,11644,73112676,10296,static,NA,NA,NA
AT1G67200,1,0.05173330596238173,6283,-0.03561142197371608,NA,11644,73159252,10297,static,NA,NA,NA
AT5G01365,2,0.051730687827596274,6284,0,NA,11644,73170896,10298,static,NA,NA,NA
AT1G08670,4,0.05138707857192364,6292,0.002949517277686765,NA,11644,73264048,10299,static,NA,NA,NA
AT1G74458,2,0.051240733767892566,6297,4.4034791118242883e-4,NA,11644,73322268,10300,static,NA,NA,NA
AT1G49440,1,0.050912993499597235,6305,0.013981930508643168,NA,11644,73415420,10301,static,NA,NA,NA
AT1G07190,2,0.050730164922061144,6308,0.01843754972270216,NA,11644,73450352,10302,static,NA,NA,NA
AT5G03685,1,0.05055000746407853,6315,0,NA,11644,73531860,10303,static,NA,NA,NA
AT1G21330,3,0.050487032983503786,6318,-0.013966401389949066,NA,11644,73566792,10304,static,NA,NA,NA
AT5G27190,1,0.050433292352463126,6320,0,NA,11644,73590080,10305,static,NA,NA,NA
AT5G39620,1,0.05035871895674982,6323,0,NA,11644,73625012,10306,static,AtRABG1,RAB GTPase homolog G1,RABG1--RAB GTPase homolog G1
AT1G70944,1,0.05010619703038489,6330,0.008121367473209646,NA,11644,73706520,10307,static,NA,NA,NA
AT3G09645,2,0.049972124799062184,6334,0.001582125815176746,NA,11644,73753096,10308,static,NA,NA,NA
AT1G44935,1,0.049885230153621105,6337,0.014798234218984936,NA,11644,73788028,10309,static,SADHU9-1,sadhu non-coding retrotransposon 9-1,NA
AT3G18235,1,0.049778907219276004,6341,0.015651856898716215,NA,11644,73834604,10310,static,NA,NA,NA
AT1G53630,1,0.049647239807605395,6348,-0.004178142420010236,NA,11644,73916112,10311,static,NA,NA,NA
AT5G25330,2,0.04950073771472321,6351,0.007903081576911788,NA,11644,73951044,10312,static,NA,NA,NA
AT4G09065,1,0.04937379031501396,6355,0.007903081576911788,NA,11644,73997620,10313,static,NA,NA,NA
AT5G54610,1,0.049107443448517134,6361,-0.0166765828183574,NA,11644,74067484,10314,static,ANK,ankyrin,BDA1--bian da 2 (becoming big in Chinese)
AT2G09330,2,0.04892815099775597,6364,0,NA,11644,74102416,10315,static,NA,NA,NA
AT3G59230,1,0.04866679150594183,6373,0.024694829555146538,NA,11644,74207212,10316,static,NA,NA,NA
AT1G59930,1,0.048396144659379754,6383,0.007791288113629532,NA,11644,74323652,10317,static,NA,NA,NA
AT1G05497,1,0.04833913723349696,6385,-0.01933294506054939,NA,11644,74346940,10318,static,NA,NA,NA
AT5G06685,1,0.04828931578825767,6389,0,NA,11644,74393516,10319,static,NA,NA,NA
AT4G05980,1,0.04823281631431161,6392,0,NA,11644,74428448,10320,static,NA,NA,NA
AT1G08153,1,0.04816614867515487,6394,0,NA,11644,74451736,10321,static,NA,NA,NA
AT1G08933,1,0.047864702238183975,6402,0.019781592102408173,NA,11644,74544888,10322,static,NA,NA,NA
AT5G26130,1,0.04772406011212639,6407,0,NA,11644,74603108,10323,static,AtCAPE8,NA,NA
AT1G05753,1,0.047652032291892875,6409,0,NA,11644,74626396,10324,static,NA,NA,NA
AT4G07335,2,0.047646659650162834,6410,0,NA,11644,74638040,10325,static,NA,NA,NA
AT3G04390,2,0.047495911114213876,6414,0.019781592102408173,NA,11644,74684616,10326,static,NA,NA,NA
AT5G08085,2,0.0474451418175658,6418,0.014983560250336972,NA,11644,74731192,10327,static,NA,NA,NA
AT5G19710,2,0.047227877120710124,6423,0.021708250850914226,NA,11644,74789412,10328,static,NA,NA,NA
AT3G14735,2,0.04722193296296674,6424,0.013981930508643168,NA,11644,74801056,10329,static,U6-1,U6 small nucleolar RNA1,NA
AT2G30362,1,0.04721370070833718,6426,0.018665483370350965,NA,11644,74824344,10330,static,NA,NA,NA
AT2G01550,2,0.04713756701786584,6429,0.0018081294983195704,NA,11644,74859276,10331,static,NA,NA,NA
AT3G03155,2,0.046968047324218457,6437,0,NA,11644,74952428,10332,static,NA,NA,NA
AT5G06145,1,0.046835914749798105,6441,0,NA,11644,74999004,10333,static,NA,NA,NA
AT1G55625,1,0.04679394904822608,6443,0,NA,11644,75022292,10334,static,NA,NA,NA
AT2G20380,1,0.04670237715792385,6450,-0.013213073529820702,NA,11644,75103800,10335,static,NA,NA,NA
AT5G27043,1,0.04655449090594483,6459,0.018731299908830833,NA,11644,75208596,10336,static,NA,NA,NA
AT2G31720,1,0.04652962491710889,6460,-0.03599322443149619,NA,11644,75220240,10337,static,NA,NA,NA
AT3G26525,1,0.046334748686643716,6464,0,NA,11644,75266816,10338,static,NA,NA,NA
AT3G08050,1,0.046155370289107184,6471,0,NA,11644,75348324,10339,static,NA,NA,NA
AT2G41240,1,0.045887740246460744,6480,0.01789786010395744,NA,11644,75453120,10340,static,BHLH100,basic helix-loop-helix protein 100,NA
AT2G41997,1,0.04570773896318977,6484,-0.0038122289428771604,NA,11644,75499696,10341,static,LCR51,low-molecular-weight cysteine-rich 51,NA
AT1G09207,1,0.04567048467642012,6489,0,NA,11644,75557916,10342,static,NA,NA,NA
AT5G67040,2,0.0456022054399339,6494,-0.02153483067914845,NA,11644,75616136,10343,static,AtDOA17,DUF295 Organellar A 17,NA
AT1G09513,1,0.04558593650696696,6495,0,NA,11644,75627780,10344,static,NA,NA,NA
AT1G21040,1,0.045418552588973565,6500,0.001582125815176746,NA,11644,75686000,10345,static,NA,NA,NA
AT1G07487,2,0.0454023383579152,6501,0,NA,11644,75697644,10346,static,NA,NA,NA
AT2G09075,1,0.0453754882743959,6502,0,NA,11644,75709288,10347,static,NA,NA,NA
AT3G12660,2,0.04536516224852963,6504,0,NA,11644,75732576,10348,static,FLA14,FASCICLIN-like arabinogalactan protein 14 precursor,NA
AT5G06860,3,0.04521702613515379,6510,0,NA,11644,75802440,10349,static,ATPGIP1,POLYGALACTURONASE INHIBITING PROTEIN 1,PGIP1--polygalacturonase inhibiting protein 1
AT4G08055,2,0.04490314896349162,6517,0,NA,11644,75883948,10350,static,NA,NA,NA
AT3G08290,1,0.044834346382274175,6521,0,NA,11644,75930524,10351,static,NA,NA,NA
AT1G05233,1,0.04483145498326904,6522,0,NA,11644,75942168,10352,static,NA,NA,NA
AT1G06293,1,0.044806145667735164,6523,0.022771046250891592,NA,11644,75953812,10353,static,NA,NA,NA
AT5G43185,2,0.04471513542033172,6529,0.007903081576911787,NA,11644,76023676,10354,static,NA,NA,NA
AT5G01045,2,0.044647964803288254,6531,-0.0035023415945024355,NA,11644,76046964,10355,static,NA,NA,NA
AT3G52957,1,0.04442539743263349,6537,-0.0039199280588388995,NA,11644,76116828,10356,static,NA,NA,NA
AT1G14453,2,0.04394668020948112,6550,0.007903081576911787,NA,11644,76268200,10357,static,NA,NA,NA
AT2G08125,1,0.04378459139011121,6551,0.0015537916484277912,NA,11644,76279844,10358,static,NA,NA,NA
AT3G04150,1,0.0437009220532859,6555,0.05678657912119133,NA,11644,76326420,10359,static,NA,NA,NA
AT4G02487,1,0.04364498940107825,6557,0,NA,11644,76349708,10360,static,NA,NA,NA
AT3G23165,1,0.043498033038468505,6563,0,NA,11644,76419572,10361,static,LCR42,low-molecular-weight cysteine-rich 42,NA
AT3G09255,3,0.04348513192740795,6564,0,NA,11644,76431216,10362,static,NA,NA,NA
AT5G08265,3,0.04324893619883376,6571,-0.004747481463782113,NA,11644,76512724,10363,static,NA,NA,NA
AT3G23245,2,0.04324834235815983,6572,-0.010372881918810264,NA,11644,76524368,10364,static,NA,NA,NA
AT3G19595,1,0.043225838493597506,6575,0,NA,11644,76559300,10365,static,NA,NA,NA
AT3G08735,3,0.0431226824320714,6578,-0.01135816085335099,NA,11644,76594232,10366,static,U2-4,NA,NA
AT1G05807,1,0.04307384350080297,6582,0.007903081576911788,NA,11644,76640808,10367,static,NA,NA,NA
AT2G08240,2,0.04293768957324872,6584,0,NA,11644,76664096,10368,static,NA,NA,NA
AT5G24215,2,0.0429327999459961,6585,0.0012423081431459217,NA,11644,76675740,10369,static,NA,NA,NA
AT1G35360,1,0.04290579385166911,6587,0.007903081576911787,NA,11644,76699028,10370,static,NA,NA,NA
AT1G05107,2,0.04284634144012847,6590,0.0015433637940705093,NA,11644,76733960,10371,static,NA,NA,NA
AT5G05825,1,0.04283899247117316,6592,0,NA,11644,76757248,10372,static,NA,NA,NA
AT1G07647,1,0.04261666266102456,6603,0,NA,11644,76885332,10373,static,NA,NA,NA
AT2G08770,1,0.04234522720409326,6612,0,NA,11644,76990128,10374,static,NA,NA,NA
AT3G09445,3,0.04212953075005389,6620,-0.002382092477841338,NA,11644,77083280,10375,static,NA,NA,NA
AT2G43740,1,0.04210991181248875,6623,-0.004747481463782113,NA,11644,77118212,10376,static,NA,NA,NA
AT4G27875,1,0.04206295082548028,6624,0,NA,11644,77129856,10377,static,NA,NA,NA
AT1G08993,3,0.04203747357670914,6625,0,NA,11644,77141500,10378,static,NA,NA,NA
AT1G38149,3,0.041529000831756896,6639,-0.01765444219641123,NA,11644,77304516,10379,static,NA,NA,NA
AT4G09755,1,0.04118372962595356,6646,0.007903081576911787,NA,11644,77386024,10380,static,NA,NA,NA
AT3G23140,1,0.041153147277388065,6648,-0.028592644576161397,NA,11644,77409312,10381,static,URO,UPRIGHT ROSETTE,NA
AT3G15536,2,0.0411486012068631,6649,-0.010372881918810264,NA,11644,77420956,10382,static,NA,NA,NA
AT1G70030,1,0.04099390403457357,6658,0.013188590034193192,NA,11644,77525752,10383,static,NA,NA,NA
AT1G08247,2,0.04095312523307578,6660,0,NA,11644,77549040,10384,static,NA,NA,NA
AT2G26455,1,0.0409097326674746,6662,0.011429569606826282,NA,11644,77572328,10385,static,NA,NA,NA
AT5G54215,1,0.04084242525362583,6665,0,NA,11644,77607260,10386,static,NA,NA,NA
AT5G08065,1,0.04082385721125549,6666,0.008046001822463551,NA,11644,77618904,10387,static,NA,NA,NA
AT2G28170,2,0.040452940176174026,6679,-0.008199569856110011,NA,11644,77770276,10388,static,ATCHX7,NA,CHX7--CATION/H+ EXCHANGER 7
AT4G13160,1,0.039960312902631336,6701,0,NA,11644,78026444,10389,static,NA,NA,NA
AT5G27050,1,0.03994238125641115,6702,0.03256697039128557,NA,11644,78038088,10390,static,AGL101,AGAMOUS-like 101,NA
AT3G09355,2,0.039931546437036905,6703,0.01535977747753321,NA,11644,78049732,10391,static,NA,NA,NA
AT5G37560,2,0.039893182445557285,6705,0.007903081576911788,NA,11644,78073020,10392,static,NA,NA,NA
AT5G03005,1,0.039810694616020964,6711,0.02343529688805498,NA,11644,78142884,10393,static,NA,NA,NA
AT1G06593,1,0.039778351953748105,6714,0.020888204229641348,NA,11644,78177816,10394,static,NA,NA,NA
AT3G48235,1,0.03974223367080291,6719,0.007257960716528829,NA,11644,78236036,10395,static,NA,NA,NA
AT5G15815,2,0.03966929766458881,6721,0,NA,11644,78259324,10396,static,NA,NA,NA
AT3G07605,1,0.039548965215565425,6729,0,NA,11644,78352476,10397,static,NA,NA,NA
AT3G60760,1,0.039347369722155696,6733,0.015124838425698242,NA,11644,78399052,10398,static,NA,NA,NA
AT5G01485,2,0.03917061944283379,6736,0,NA,11644,78433984,10399,static,NA,NA,NA
AT4G07270,3,0.039142089497042606,6738,0,NA,11644,78457272,10400,static,NA,NA,NA
AT2G09370,2,0.03898610952050835,6745,0,NA,11644,78538780,10401,static,NA,NA,NA
AT3G08055,1,0.03897363563149537,6746,0,NA,11644,78550424,10402,static,NA,NA,NA
AT4G22065,1,0.03892621944795865,6748,0,NA,11644,78573712,10403,static,NA,NA,NA
AT2G22807,2,0.038799200608919324,6752,0,NA,11644,78620288,10404,static,NA,NA,NA
AT2G16505,1,0.038798408592696315,6753,0.006796744746018164,NA,11644,78631932,10405,static,NA,NA,NA
AT2G08250,2,0.03874003711528685,6755,0,NA,11644,78655220,10406,static,NA,NA,NA
AT1G23070,5,0.0385776899851851,6757,-0.006635776122743574,NA,11644,78678508,10407,static,NA,NA,NA
AT5G60500,1,0.03855181217708634,6759,0,NA,11644,78701796,10408,static,AtcPT8,NA,cPT8--cis-prenyltransferase 8
AT5G06855,1,0.03849297585685871,6760,0,NA,11644,78713440,10409,static,NA,NA,NA
AT2G14200,2,0.038243334318603786,6770,0,NA,11644,78829880,10410,static,NA,NA,NA
AT3G61840,2,0.03815319806539502,6774,-0.011428413993064705,NA,11644,78876456,10411,static,NA,NA,NA
AT5G02055,3,0.038035244053761415,6781,0,NA,11644,78957964,10412,static,NA,NA,NA
AT2G27535,1,0.03779225299160568,6793,-0.022307708813012507,NA,11644,79097692,10413,static,NA,NA,NA
AT1G07637,2,0.037771882087819134,6795,0.013382891693102575,NA,11644,79120980,10414,static,NA,NA,NA
AT2G42835,1,0.03776434753966259,6796,0.010350941703675447,NA,11644,79132624,10415,static,NA,NA,NA
AT1G53541,1,0.03763070037562581,6799,0,NA,11644,79167556,10416,static,NA,NA,NA
AT5G07700,2,0.03742405441168212,6809,0,NA,11644,79283996,10417,static,AtMYB76,myb domain protein 76,MYB76--myb domain protein 76
AT5G58360,2,0.03740176694613727,6810,-0.024865736915138926,NA,11644,79295640,10418,static,ATOFP3,ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 3,OFP3--ovate family protein 3
AT2G07615,2,0.037400211950290516,6811,0.007956589783958721,NA,11644,79307284,10419,static,NA,NA,NA
AT5G02885,1,0.037344247411796386,6816,-0.010157842864089377,NA,11644,79365504,10420,static,NA,NA,NA
AT5G02795,4,0.03728363009050329,6819,0,NA,11644,79400436,10421,static,NA,NA,NA
AT3G04555,1,0.0372311305550383,6823,0,NA,11644,79447012,10422,static,NA,NA,NA
AT5G03935,1,0.037186123196206164,6824,-0.004747481463782113,NA,11644,79458656,10423,static,NA,NA,NA
AT5G08480,5,0.03717161328740271,6825,0,NA,11644,79470300,10424,static,NA,NA,NA
AT3G58875,2,0.037163718396582654,6826,0.007903081576911788,NA,11644,79481944,10425,static,NA,NA,NA
AT4G05900,1,0.03709247882259742,6830.5,0,NA,11644,79534342,10426.5,static,NA,NA,NA
AT4G05905,1,0.03709247882259742,6830.5,0,NA,11644,79534342,10426.5,static,NA,NA,NA
AT1G05713,1,0.03708017972091945,6833,-0.004747481463782113,NA,11644,79563452,10428,static,NA,NA,NA
AT1G03720,2,0.03707788786633072,6834,-0.030238754460474984,NA,11644,79575096,10429,static,NA,NA,NA
AT5G03185,2,0.03694413727613208,6840,0,NA,11644,79644960,10430,static,NA,NA,NA
AT5G08965,1,0.03691844225691508,6842,0.0038594458684370505,NA,11644,79668248,10431,static,NA,NA,NA
AT2G09115,1,0.03673378221983655,6853,0,NA,11644,79796332,10432,static,NA,NA,NA
AT1G08927,1,0.03650166149314898,6862,0,NA,11644,79901128,10433,static,NA,NA,NA
AT5G04845,2,0.03638368667215577,6864,0,NA,11644,79924416,10434,static,NA,NA,NA
AT1G62460,2,0.0360196807051376,6880,-0.004747481463782113,NA,11644,80110720,10435,static,NA,NA,NA
AT4G13380,2,0.03592170726455794,6885,0,NA,11644,80168940,10436,static,MEE56,maternal effect embryo arrest 56,NA
AT3G42656,1,0.03587404621242841,6888,-0.004747481463782113,NA,11644,80203872,10437,static,NA,NA,NA
AT3G43260,4,0.03572953445174151,6892,-0.004747481463782113,NA,11644,80250448,10438,static,NA,NA,NA
AT2G09070,1,0.0356008865343915,6895,0,NA,11644,80285380,10439,static,NA,NA,NA
AT1G56160,1,0.03557077466786996,6896,0.011229828555240799,NA,11644,80297024,10440,static,ATMYB72,ARABIDOPSIS THALIANA MYB DOMAIN PROTEIN 72,MYB72--myb domain protein 72
AT3G09815,3,0.03555781913964195,6897,0,NA,11644,80308668,10441,static,NA,NA,NA
AT5G66335,5,0.035377782043001814,6905,-0.005725067148139648,NA,11644,80401820,10442,static,NA,NA,NA
AT1G31485,1,0.03534334671296761,6908,0,NA,11644,80436752,10443,static,NA,NA,NA
AT2G46960,1,0.03527992234189821,6915,0.014001862003575448,NA,11644,80518260,10444,static,CYP709B1,"cytochrome P450, family 709, subfamily B, polypeptide 1",NA
AT1G05847,1,0.035224117086350926,6917,0,NA,11644,80541548,10445,static,NA,NA,NA
AT2G35747,1,0.035093391274778604,6924,0,NA,11644,80623056,10446,static,HID1,HIDDEN TREASURE 1,NA
AT5G63145,2,0.03497606201549209,6929,0,NA,11644,80681276,10447,static,NA,NA,NA
AT1G09633,2,0.03463062618821032,6939,-0.017782487458938435,NA,11644,80797716,10448,static,NA,NA,NA
AT4G29300,4,0.0344988043610473,6942,0.007903081576911788,NA,11644,80832648,10449,static,LCR27,low-molecular-weight cysteine-rich 27,NA
AT3G27416,2,0.03448551042917544,6944,0,NA,11644,80855936,10450,static,NA,NA,NA
AT5G64395,2,0.03446910101410807,6945,0,NA,11644,80867580,10451,static,NA,NA,NA
AT1G57565,1,0.03431928679538916,6950,0.01961444029891052,NA,11644,80925800,10452,static,NA,NA,NA
AT1G53542,1,0.0343166837142704,6951,-0.028930649653373254,NA,11644,80937444,10453,static,NA,NA,NA
AT4G07025,1,0.03422805705644926,6959,-0.006600697169768252,NA,11644,81030596,10454,static,NA,NA,NA
AT1G07903,1,0.034103271460771946,6964,0,NA,11644,81088816,10455,static,NA,NA,NA
AT4G12810,1,0.03396148765811973,6969,0.007903081576911787,NA,11644,81147036,10456,static,AtFDB23,F-Box/DUF295 Brassiceae-specific 23,KIB1--Kink suppressed In Bzr1-1D 1
AT2G07605,2,0.03391858666236709,6970,-0.03442857716987024,NA,11644,81158680,10457,static,NA,NA,NA
AT5G03195,5,0.033498015850705845,6983,0,NA,11644,81310052,10458,static,NA,NA,NA
AT1G08753,1,0.03341789756190542,6986,0,NA,11644,81344984,10459,static,NA,NA,NA
AT3G22238,1,0.033156637669491174,6996,0,NA,11644,81461424,10460,static,NA,NA,NA
AT5G08435,1,0.033023001569652495,7002,0,NA,11644,81531288,10461,static,NA,NA,NA
AT2G09765,2,0.032984826551749606,7005,-0.014982138664396814,NA,11644,81566220,10462,static,NA,NA,NA
AT3G07485,1,0.03297696478129208,7006,0.007903081576911788,NA,11644,81577864,10463,static,NA,NA,NA
AT3G19550,1,0.03293936914689358,7010,-0.0017535970099931287,NA,11644,81624440,10464,static,NA,NA,NA
AT4G13252,1,0.03278819721986072,7020,0,NA,11644,81740880,10465,static,NA,NA,NA
AT1G08697,1,0.03274974238360386,7023,0.011274927965278509,NA,11644,81775812,10466,static,NA,NA,NA
AT3G09505,1,0.03268008455570698,7027,0,NA,11644,81822388,10467,static,NA,NA,NA
AT2G09845,5,0.03266204282712943,7028,0,NA,11644,81834032,10468,static,NA,NA,NA
AT3G09295,1,0.032581651993598804,7031,-0.004344897644057304,NA,11644,81868964,10469,static,NA,NA,NA
AT2G09655,2,0.03248517879476026,7034,0.014983560250336972,NA,11644,81903896,10470,static,NA,NA,NA
AT1G05283,2,0.032453942383508655,7035,0,NA,11644,81915540,10471,static,NA,NA,NA
AT4G36590,1,0.03237674749614915,7041,-0.03169275933438357,NA,11644,81985404,10472,static,AGL40,agamous-like 40,NA
AT5G02570,1,0.032342786836739065,7042,0,NA,11644,81997048,10473,static,NA,NA,NA
AT5G13225,3,0.03229558295873829,7049,0,NA,11644,82078556,10474,static,NA,NA,NA
AT1G57530,1,0.03228848100835532,7050,0,NA,11644,82090200,10475,static,NA,NA,NA
AT5G20225,3,0.03213370704758729,7058,0,NA,11644,82183352,10476,static,NA,NA,NA
AT5G24480,1,0.03208878635222109,7060,0.01811646542049397,NA,11644,82206640,10477,static,NA,NA,NA
AT1G80315,3,0.03203636274545626,7062,0,NA,11644,82229928,10478,static,NA,NA,NA
AT5G03668,4,0.031679916462125667,7079,-0.013014591567441048,NA,11644,82427876,10479,static,NA,NA,NA
AT2G09590,1,0.031666935735583455,7080,0,NA,11644,82439520,10480,static,NA,NA,NA
AT1G31166,1,0.03161899839622834,7084,0,NA,11644,82486096,10481,static,NA,NA,NA
AT3G43530,1,0.03153968515784518,7088,0.015211573363577365,NA,11644,82532672,10482,static,NA,NA,NA
AT3G03385,1,0.03153787790108675,7089,0,NA,11644,82544316,10483,static,NA,NA,NA
AT4G11642,1,0.031364372162525786,7098,0.04590183200400918,NA,11644,82649112,10484,static,NA,NA,NA
AT4G05745,1,0.03135634676229774,7099,0,NA,11644,82660756,10485,static,NA,NA,NA
AT1G53360,1,0.031178548290566807,7108,0.013981930508643168,NA,11644,82765552,10486,static,NA,NA,NA
AT1G65940,1,0.030930572317768697,7118,0.014159994345163527,NA,11644,82881992,10487,static,NA,NA,NA
AT3G30150,2,0.030890825276397155,7119,0,NA,11644,82893636,10488,static,NA,NA,NA
AT2G08530,1,0.030887968965532517,7120,0,NA,11644,82905280,10489,static,NA,NA,NA
AT3G63095,1,0.030760913108363132,7128,0,NA,11644,82998432,10490,static,NA,NA,NA
AT2G04455,1,0.030704554646073908,7129,0,NA,11644,83010076,10491,static,U2-10b/12,NA,NA
AT2G07575,1,0.030638687876945386,7134,-0.021762954903078353,NA,11644,83068296,10492,static,NA,NA,NA
AT2G04435,1,0.030619541451912275,7136,0.01628001595443309,NA,11644,83091584,10493,static,NA,NA,NA
AT4G15775,2,0.030489167110055823,7141,0,NA,11644,83149804,10494,static,NA,NA,NA
AT1G23995,1,0.030431459868357148,7143,0,NA,11644,83173092,10495,static,NA,NA,NA
AT1G69180,2,0.030354680744680028,7145,6.525112461443286e-4,NA,11644,83196380,10496,static,CRC,CRABS CLAW,NA
AT5G01542,2,0.03031365465724334,7147,0,NA,11644,83219668,10497,static,NA,NA,NA
AT2G19802,1,0.030259607073311125,7152,-0.02449156760092864,NA,11644,83277888,10498,static,NA,NA,NA
AT4G06955,1,0.03020486285309589,7155,-0.004747481463782113,NA,11644,83312820,10499,static,NA,NA,NA
AT4G12426,4,0.030173511039868574,7156,-0.004747481463782113,NA,11644,83324464,10500,static,NA,NA,NA
AT5G02985,1,0.030149959073275917,7158,0,NA,11644,83347752,10501,static,NA,NA,NA
AT1G53655,2,0.030017620240305985,7162,0.001582125815176746,NA,11644,83394328,10502,static,NA,NA,NA
AT1G79510,1,0.029839492687868122,7166,0,NA,11644,83440904,10503,static,NA,NA,NA
AT4G07090,1,0.029823576058031803,7167,-0.004747481463782114,NA,11644,83452548,10504,static,NA,NA,NA
AT4G39917,1,0.029812891354617517,7168,-0.004747481463782113,NA,11644,83464192,10505,static,LCR45,low-molecular-weight cysteine-rich 45,NA
AT3G07915,1,0.02972492067683217,7174,0.011341626878983326,NA,11644,83534056,10506,static,NA,NA,NA
AT5G05120,1,0.029674632816740244,7176,0,NA,11644,83557344,10507,static,NA,NA,NA
AT5G04790,3,0.029607626112452875,7182,0,NA,11644,83627208,10508,static,NA,NA,NA
AT4G08872,1,0.029566496688908043,7186,0,NA,11644,83673784,10509,static,NA,NA,NA
AT3G55258,1,0.02953822478781512,7188,-0.004747481463782113,NA,11644,83697072,10510,static,NA,NA,NA
AT1G29580,1,0.02950821387037403,7190,0,NA,11644,83720360,10511,static,NA,NA,NA
AT2G22150,1,0.02947943191654592,7191,0,NA,11644,83732004,10512,static,NA,NA,NA
AT3G49300,1,0.029393527751294883,7196,0.01000326944797532,NA,11644,83790224,10513,static,NA,NA,NA
AT3G03895,1,0.02937779665679402,7198,0,NA,11644,83813512,10514,static,NA,NA,NA
AT4G06885,2,0.029364722620421023,7200,0,NA,11644,83836800,10515,static,NA,NA,NA
AT4G19239,3,0.029356573284160775,7203,0.007296109507024251,NA,11644,83871732,10516,static,NA,NA,NA
AT1G22610,1,0.02931585511953859,7206,0,NA,11644,83906664,10517,static,MCTP6,multiple C2 domain and transmembrane region protein 6,NA
AT1G60910,3,0.029049061377164072,7218,0,NA,11644,84046392,10518,static,NA,NA,NA
AT5G07420,1,0.029043201370509687,7219,0.014983560250336972,NA,11644,84058036,10519,static,NA,NA,NA
AT1G01410,2,0.028809197357980845,7224,0,NA,11644,84116256,10520,static,APUM22,pumilio 22,PUM22--pumilio 22
AT4G28160,2,0.02853589977167339,7240,0,NA,11644,84302560,10521,static,NA,NA,NA
AT4G30040,4,0.028494212613239766,7241,0,NA,11644,84314204,10522,static,NA,NA,NA
AT1G08953,1,0.02830535213014677,7248,-0.004747481463782113,NA,11644,84395712,10523,static,NA,NA,NA
AT5G03765,1,0.028288490115590995,7249,0,NA,11644,84407356,10524,static,NA,NA,NA
AT2G09585,1,0.028244643105210174,7251,0,NA,11644,84430644,10525,static,NA,NA,NA
AT5G25200,3,0.028213164649670237,7253,-0.02713356911996987,NA,11644,84453932,10526,static,NA,NA,NA
AT2G09325,3,0.02812014007266595,7260,0,NA,11644,84535440,10527,static,NA,NA,NA
AT1G64730,1,0.02788175627356091,7268,0,NA,11644,84628592,10528,static,NA,NA,NA
AT4G08255,1,0.027875369881087457,7270,0,NA,11644,84651880,10529,static,NA,NA,NA
AT1G04473,3,0.02784760802160054,7271,0.012533588023720107,NA,11644,84663524,10530,static,NA,NA,NA
AT5G03590,1,0.02776723056991553,7275,0.0028255286480586774,NA,11644,84710100,10531,static,NA,NA,NA
AT1G04577,3,0.027704526393034425,7283,-0.0022667166467976335,NA,11644,84803252,10532,static,NA,NA,NA
AT3G44030,1,0.027691664709617373,7286,0,NA,11644,84838184,10533,static,NA,NA,NA
AT4G00315,2,0.027665789768917256,7288,-0.004747481463782113,NA,11644,84861472,10534,static,FOL1,FOF2-LIKE 1,NA
AT3G36659,1,0.027651544390993075,7291,0.0029041786325398823,NA,11644,84896404,10535,static,NA,NA,NA
AT5G66560,4,0.02764154358820846,7292,0,NA,11644,84908048,10536,static,NA,NA,NA
AT5G08830,2,0.027610968410359794,7294,0,NA,11644,84931336,10537,static,NA,NA,NA
AT1G08353,3,0.02759661943046192,7295,0,NA,11644,84942980,10538,static,NA,NA,NA
AT3G24068,1,0.027560670787225038,7296,-0.006594229186330739,NA,11644,84954624,10539,static,NA,NA,NA
AT1G08120,2,0.027497287490979613,7300,0.018731299908830833,NA,11644,85001200,10540,static,NA,NA,NA
AT2G03945,4,0.02746564233319498,7303,0,NA,11644,85036132,10541,static,NA,NA,NA
AT5G09685,1,0.027463206382272395,7304,0,NA,11644,85047776,10542,static,NA,NA,NA
AT2G14550,2,0.027397328113086927,7306,-0.004747481463782113,NA,11644,85071064,10543,static,NA,NA,NA
AT5G60805,1,0.027363700300627146,7310,0,NA,11644,85117640,10544,static,NA,NA,NA
AT3G05745,1,0.027346413328298923,7312,0,NA,11644,85140928,10545,static,NA,NA,NA
AT3G06995,1,0.027176714657890583,7315,-0.010585357953921749,NA,11644,85175860,10546,static,NA,NA,NA
AT2G29485,2,0.02702595172377985,7325,0,NA,11644,85292300,10547,static,NA,NA,NA
